smiles,compound_type,reason
CC1CCN(CC1)C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)OC,monoamine,no free amine NH found
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCCC4,monoamine,no free amine NH found
CCN(CC)C1=CC(=NC2=CC=CC=C21)C3=NC(=CS3)C,monoamine,no free amine NH found
CC1=CSC(=N1)C2=NC3=CC=CC=C3C(=C2)N4CCCCC4,monoamine,no free amine NH found
CC1=CSC(=N1)C2=NC3=CC=CC=C3C(=C2)N4CCCC4,monoamine,no free amine NH found
CC1CCN(CC1)C2=CC(=NC3=CC=CC=C32)C4=NC(=CS4)C,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)N2CCN(CC2)CC3=CC=CC=C3)Cl,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)N2CCN(CC2)C3=CC=CC=C3)Cl,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)N2CCN(CC2)C)Cl,monoamine,no free amine NH found
CCC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N(C(C)C)C(C)C,monoamine,no free amine NH found
CCC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCC(CC4)C,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)NN2CCOCC2)Cl,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)Cl,monoamine,no free amine NH found
CCC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCCC4,monoamine,no free amine NH found
CCC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCCCC4,monoamine,no free amine NH found
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCOCC4,monoamine,no free amine NH found
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCCCC4,monoamine,no free amine NH found
CCC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N(CC)CC,monoamine,no free amine NH found
CN(C)CCNC(=O)CCC1=CC=C(O1)C2=CC=C(C=C2)Cl,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)CCC2=CC=C(O2)C3=CC=C(C=C3)Cl,monoamine,no free amine NH found
CC1=C(C=CC(=C1/C=C/N2CCCC2)[N+](=O)[O-])OC,monoamine,no free amine NH found
C1CCN(CC1)C2=C3C=CC(=CC3=NC=C2)Cl,monoamine,no free amine NH found
CC1CCN(CC1)C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)C(C)(C)C,monoamine,no free amine NH found
CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCCCC4,monoamine,no free amine NH found
C1COCCN1C2=C3C=CC(=CC3=NC=C2)Cl,monoamine,no free amine NH found
CC1=CC=C(C=C1)N2C(=C(N=C2C3=CC=C(C=C3)N4CCOCC4)C5=CC=CC=C5)C6=CC=CC=C6,monoamine,no free amine NH found
CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCOCC4,monoamine,no free amine NH found
C1CCN(C1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,monoamine,no free amine NH found
CC1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,monoamine,no free amine NH found
CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)N4CCCC4,monoamine,no free amine NH found
C1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,monoamine,no free amine NH found
C1COCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,monoamine,no free amine NH found
CC1(CCCC(N1C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)C(C)(C)C)(C)C)C,monoamine,no free amine NH found
CC1(CCCC(N1C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4)(C)C)C,monoamine,no free amine NH found
C1CCN(C1)C2=C3C=CC(=CC3=NC=C2)Cl,monoamine,no free amine NH found
C1COCCN1C2=CC(=NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4,monoamine,no free amine NH found
CC1CCN(CC1)C2=CC(=NC3=CC=CC=C32)C4=CC=CS4,monoamine,no free amine NH found
CCN1CCOC12COC2,monoamine,no free amine NH found
CCN1CCN(C12COC2)S(=O)(=O)C3=CC=C(C=C3)C,monoamine,no free amine NH found
CC1(COC2(N1CC3=CC=CC=C3)COC2)C,monoamine,no free amine NH found
C1COC2(N1CC3=CC(=CC=C3)[N+](=O)[O-])COC2,monoamine,no free amine NH found
C1COC2(N1CC3=CC=C(C=C3)Br)COC2,monoamine,no free amine NH found
C1COC2(N1CC3=CC=CC=C3)COC2,monoamine,no free amine NH found
C1COC2(N1C3=CC=CC=C3)COC2,monoamine,no free amine NH found
C1C(CO1)N(CC2=CC=CC=C2)C3COC3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CC2(C1)CN(C2)CC3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)C2=CN=CC=C2,monoamine,no free amine NH found
CC1=CC(=C(C(=C1)C)NC(=O)CN2CCOCC2)C,monoamine,no free amine NH found
CCCCN1C(=O)CN(C1=S)CC,monoamine,no free amine NH found
CCC(=O)/C=C/1\N(C2=C([Se]1)C=CC(=C2)OC)CC,monoamine,no free amine NH found
CN1CC(=O)N(C1=S)C,monoamine,no free amine NH found
CCC(CC)COC(=O)/C(=C/C=C/1\N(CCO1)C)/C#N,monoamine,no free amine NH found
CCN1/C(=C/C=NC2=CC=CC=C2)/OC3=C1C4=CC=CC=C4C=C3,monoamine,no free amine NH found
C1=CC=C2C(=C1)N(C(=S)S2)CN(CCC#N)CCC#N,monoamine,no free amine NH found
C1=CC=C2C(=C1)N(C(=S)O2)CN(CCC#N)CCC#N,monoamine,no free amine NH found
CCN\1CCO/C1=C/C=C\2/C(=O)N(C(=S)S2)CC,monoamine,no free amine NH found
CCC(C)(C)C1=CC(=C(C=C1)OCC(=O)NC2=CC=C(C=C2)N3CCCCC3)C(C)(C)CC,monoamine,no free amine NH found
C1CCN(CC1)CN2C3=CC=CC=C3SC2=S,monoamine,no free amine NH found
C1CCN(CC1)CN2C(=S)N(N=N2)C3=CC=CC=C3,monoamine,no free amine NH found
CC1=NN(C(=S)N1C2=CC=CC=C2)CN3CCCCC3,monoamine,no free amine NH found
C1COCCN1CN2C3=CC=CC=C3SC2=S,monoamine,no free amine NH found
CCN(CC)CN1C2=CC=CC=C2OC1=S,monoamine,no free amine NH found
CC1(C2=C(C=C(C=C2)S(=O)(=O)O)[N+](=C1C=CC3=CC=C(C=C3)N(C)C)C)C,monoamine,no free amine NH found
C1COCCN1CN2C3=CC=CC=C3OC2=S,monoamine,no free amine NH found
CC1=NN(C(=S)N1C2=CC=CC=C2)CN3CCCC3,monoamine,no free amine NH found
CN(C)CN1C2=CC=CC=C2OC1=S,monoamine,no free amine NH found
CCC(=S)/C=C/1\N(C2=C(S1)C=CC(=C2)C)CC,monoamine,no free amine NH found
CCN1C(=O)CN(C1=S)C,monoamine,no free amine NH found
CCC(C)(C)C1=CC(=C(C=C1)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C(C)(C)CC,monoamine,no free amine NH found
CC(=O)NC1=CC=C(C=C1)N2CCCCC2,monoamine,no free amine NH found
CCOC(=O)/C(=C/C=C/1\N(CCO1)C)/C#N,monoamine,no free amine NH found
C1CCN(CC1)CN2C3=CC=CC=C3OC2=S,monoamine,no free amine NH found
CCN(CC)CN1C(=S)N(N=N1)C2=CC=CC=C2,monoamine,no free amine NH found
CCCCCCCCCCCCN1CCCCC1,monoamine,no free amine NH found
C1COCCN1C2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CC(=O)NC1=CC=C(C=C1)N2CCOCC2,monoamine,no free amine NH found
CCCCCCCCCCCCCCCCCCN1CCCCC1,monoamine,no free amine NH found
CC(C)CCOC(=O)/C(=C/C=C/1\N(CCO1)C)/C#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=CC=NC=C2,monoamine,no free amine NH found
C1COCCN1CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl,monoamine,no free amine NH found
C1COCCN1CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br,monoamine,no free amine NH found
CCN(CC)CN1C2=CC=CC=C2C3=CC=CC=C31,monoamine,no free amine NH found
C1COCCN1/C=C/C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],monoamine,no free amine NH found
CN\1CCC/C1=C\C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],monoamine,no free amine NH found
CCCC(=O)C1=CC(=C(C=C1)/C=C/N2CCOCC2)[N+](=O)[O-],monoamine,no free amine NH found
C1COCCN1/C=C/C2=C(C=C[N+](=C2)O)[N+](=O)[O-],monoamine,no free amine NH found
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CN3CCOCC3,monoamine,no free amine NH found
C1COCCN1C(=S)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)/C=N/C(=C(\C(=O)OC)/[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)/S,monoamine,no free amine NH found
CN(C)N=CC1=CC=C(C=C1)[N+](=O)[O-],monoamine,no free amine NH found
CN(CC1=CC=CC=C1)C2=CC=C(C=C2)SC#N,monoamine,no free amine NH found
CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)SC#N,monoamine,no free amine NH found
CN(C)N=NC1=CC(=C(C=C1)OCC2=CC=CC=C2)OCC3=CC=CC=C3,monoamine,no free amine NH found
C1C2=CC=CC=C2CN1C3=CC=CC=C3,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C(=C(C(=O)O2)C(=O)CC(=O)OC)C#N,monoamine,no free amine NH found
CC1=CC(=NC(=N1)N(C)C)C2=CC=CC=C2,monoamine,no free amine NH found
CCOC(=O)/C=C(/C)\N1CCOCC1,monoamine,no free amine NH found
COC1=C(C=CC(=C1)[N+](=O)[O-])N2CCCCC2,monoamine,no free amine NH found
CC1(CC(=O)C(=CN(C)C)C(=O)C1)C,monoamine,no free amine NH found
COC1=C(C=CC(=C1)Cl)N=NN2CCOCC2,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(=O)C,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)Br,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=CC=C2Br,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=CC=C2Cl,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=C(C=CC=C2Cl)Cl,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=C(C=CC=C2Br)Br,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)Cl,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)Cl,monoamine,no free amine NH found
C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCC#N,monoamine,no free amine NH found
CC1=CC(=CC(=C1N=NC2=CC=CC=C2)C)N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
C1C2=CC=CC=C2CN1C3=C(C=C(C=C3)N=NC4=CC=C(C=C4)[N+](=O)[O-])Cl,monoamine,no free amine NH found
CC(=O)C1=CC=C(C=C1)N=NC2=CC(=C(C=C2)N3CC4=CC=CC=C4C3)OC,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C=C(C#N)C#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C(\C#N)/C(=O)N,monoamine,no free amine NH found
CCN(CCOCCOCC)C1=CC(=C(C=C1)N=NC2=C(C=C(C=C2C#N)[N+](=O)[O-])C#N)NC(=O)C,monoamine,no free amine NH found
C1C2=CC=CC=C2CN1C3=CC=C(C=C3)N=NC4=CC=C(C=C4)C#N,monoamine,no free amine NH found
C1CCCN(CC1)C2=CC=C(C=C2)N=NC3=CC=CC=C3,monoamine,no free amine NH found
C1CCCN(CCC1)C2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
C1C2=CC=CC=C2CN1C3=CC=C(C=C3)N=NC4=CC=C(C=C4)Br,monoamine,no free amine NH found
C1C2=CC=CC=C2CN1C3=CC=C(C=C3)N=NC4=CC=C(C=C4)[N+](=O)[O-],monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CC3=CC=CC=C3C2)N=NC4=CC=C(C=C4)C#N,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CC3=CC=CC=C3C2)N=NC4=CC=C(C=C4)OC,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CC3=CC=CC=C3C2)N=NC4=CC=C(C=C4)Br,monoamine,no free amine NH found
CC1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N3CC4=CC=CC=C4C3)OC,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)Br,monoamine,no free amine NH found
C1CN1C2=CC=C(C=C2)N=NC3=CC=C(C=C3)Br,monoamine,no free amine NH found
CC1CCN(CC1)C2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
CC1CCN(CC1)C2=CC=C(C=C2)N=NC3=CC=CC=C3,monoamine,no free amine NH found
C1CCCN(CC1)C2=CC=C(C=C2)N=NC3=CC=C(C=C3)C#N,monoamine,no free amine NH found
CC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N3CCCCCC3,monoamine,no free amine NH found
C1CCCN(CC1)C2=CC=C(C=C2)N=NC3=CC=C(C=C3)Br,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)Br,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=C(C(=CC=C2)Cl)Cl,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC(=CC(=C2)Cl)Cl,monoamine,no free amine NH found
CCN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CCN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)Br,monoamine,no free amine NH found
CCN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C,monoamine,no free amine NH found
CCN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(=O)C,monoamine,no free amine NH found
CC(C)N(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)Br,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N(C)C)N=NC2=C(C(=C(C(=C2C)C)[N+](=O)[O-])C)C,monoamine,no free amine NH found
CC1=C(C=CC(=C1)[N+](=O)[O-])N=NC2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N(C)C)N=NC2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN\1C=CC=C/C1=C/2\C(=O)N(C(=S)S2)CC=C,monoamine,no free amine NH found
CN\1C2=CC=CC=C2S/C1=C(\C#N)/C3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
CC(=O)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CC3=CC=CC=C3C2)N=NC4=CC=C(C=C4)C(=O)C,monoamine,no free amine NH found
CC1=CC(=C(C=C1N2CC3=CC=CC=C3C2)C)N=NC4=CC=C(C=C4)Br,monoamine,no free amine NH found
CC1=CC(=CC(=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])C)N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
CC1=CC(=CC(=C1N=NC2=CC=C(C=C2)C#N)C)N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-])N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
COC1=C(C=CC(=C1)N=NC2=CC=C(C=C2)C#N)N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
COC1=C(C=CC(=C1)N=NC2=CC=C(C=C2)Br)N3CC4=CC=CC=C4C3,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=O)N/N=C\C2=CC(=C(C=C2)OC)OC,monoamine,no free amine NH found
CC1=CC=C(C=C1)C(=O)N/N=C/C2=C(C=C(C=C2)N(C)C)Cl,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CNC(=O)C2=CC=CC=C2,monoamine,no free amine NH found
CC(=O)N/N=C/C1=C(C=C(C=C1)N(C)C)Cl,monoamine,no free amine NH found
CCOC(=O)CCN(C)CC(=O)OCC,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=CSC(=S)S2,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],monoamine,no free amine NH found
CC1=CC(=CC=C1)N(CCC#N)CCN2C(=O)CCC2=O,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])OC,monoamine,no free amine NH found
CCN(CCNC(=O)NC1=C(C=CC(=C1)Cl)OC)C2=CC=CC=C2,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N=NC2=C(C=C(C=C2)N(C)C)C)[N+](=O)[O-],monoamine,no free amine NH found
C1CCN(C1)CCNC(=O)NC2=CC=CC=C2Cl,monoamine,no free amine NH found
CC1=CC(=NC2=CC=C(C=C2)N(C)C)C=CC1=O,monoamine,no free amine NH found
CC1=CC(=C(C=C1[N+](=O)[O-])C)N=NC2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CC1=CC(=CC(=C1N=NC2=C(C=C(C(=C2)C)[N+](=O)[O-])C)C)N(C)C,monoamine,no free amine NH found
CC1=CC(=CC(=C1N=NC2=CC(=C(C=C2)[N+](=O)[O-])C)C)N(C)C,monoamine,no free amine NH found
C1CC2=CC=CC=C2N(C1)CC#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)Cl)OC,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])OC,monoamine,no free amine NH found
CN(C1=CC=CC=C1)NC(=O)NC2=C(C=CC(=C2)Cl)OC,monoamine,no free amine NH found
CC1=CC(=CC(=C1N=NC2=C(C=C(C=C2)[N+](=O)[O-])C)C)N(C)C,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=C2C=C(C(=O)C(=C2)OC)OC,monoamine,no free amine NH found
CC1=CC(=NC2=CC=C(C=C2)N(C)C)C(=CC1=O)C,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N=NC2=CC=C(C=C2)N(C)C)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CC2=CC=CC3=CC=CC=C32,monoamine,no free amine NH found
CCOC(=O)CN(C)C1=C(C=CC(=C1)NC(=O)C)OC,monoamine,no free amine NH found
CCN(CCCl)C1=CC(=C(C=C1)C=O)C,monoamine,no free amine NH found
CCN(CC)C1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)C=C(C3=CC=CC=C32)Br,monoamine,no free amine NH found
CS(=O)(=O)OC1CN(C1)C(C2=CC=CC=C2)C3=CC=CC=C3,monoamine,no free amine NH found
CCN(CCN1C(=O)CCC1=O)C2=CC=CC(=C2)C,monoamine,no free amine NH found
CCCN(CCC)C1=CC=CC(=C1)NC(=O)C2=CC=CC=C2,monoamine,no free amine NH found
CCCN(CCC)C1=CC=CC(=C1)NC(=O)C,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CNC(=O)NCC2=CC=CO2,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)N2CCN(CC2)C)C,monoamine,no free amine NH found
CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)N(C)C)C,monoamine,no free amine NH found
CC(C)(C)C(=O)NC1=CC=C(C=C1)N(C)C,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CNC(=O)NC2=CC(=CC=C2)Cl,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CNC(=O)NC2=CC(=CC=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=O)N/N=C/C2=CC(=CC=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=O)N/N=C/C2=CC=CC=C2Cl,monoamine,no free amine NH found
CN(C)C1=CC(=C(C=C1)/C=N/NC(=O)CNC(=O)NCC2=CC=CC=C2)Cl,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CNC(=O)NCC2=CC=CC=C2,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CNC(=O)C2=CC=CC=C2Cl,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N\NC(=O)C2=CC=C(C=C2)Cl,monoamine,no free amine NH found
CC1(CC(=CC(=O)C1)N2CCCC2)C,monoamine,no free amine NH found
COC1=CC=CC=C1NC(=O)NCCN2CCOCC2,monoamine,no free amine NH found
CCNC(=O)NCCN1CCOCC1,monoamine,no free amine NH found
CCN(CC)C(=O)NC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CCCCCCCCCCCCCCCCCCNC(=O)NCCN(C)C1=CC=CC=C1,monoamine,no free amine NH found
CN(CCNC(=O)NC1=CC=C(C=C1)OC)C2=CC=CC=C2,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2OC,monoamine,no free amine NH found
CCCCNC(=O)NC1=CC=C(C=C1)N(CC)CC,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)NC(=O)NC(C)C,monoamine,no free amine NH found
C1COCCN1C2=C(C(=NC(=C2Cl)Cl)Cl)Cl,monoamine,no free amine NH found
C1=CC=C(C(=C1)N(C2=CC=CC=C2Br)C3=CC=CC=C3Br)[N+](=O)[O-],monoamine,no free amine NH found
CCC(=CN1CCCC1)C(=O)NCC,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=CC=CC2=CC=CC=C2,monoamine,no free amine NH found
CC1(CC(=CC(=O)C1)N(C)CCC#N)C,monoamine,no free amine NH found
CCC1=NOC(=C1C2=C(C3=CC=CC=C3N2)C(=O)CN(C)C)C,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC(=C(C=C1)N=NC2=CC=CC=C2)OC,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)OC,monoamine,no free amine NH found
CCOC1=CC=CC(=C1)N=NC2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CCOC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CCC1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N(C)C)C,monoamine,no free amine NH found
CN(C1=CC=CC=C1)/N=C/C2=CC=C(C=C2)C#N,monoamine,no free amine NH found
CN(C1=CC=CC=C1)/N=C/C2=CC(=CC=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C(/C#N)\C2=CC=C(C=C2)OC,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C(/C#N)\C2=CC=C(C=C2)Cl,monoamine,no free amine NH found
CN(C)C1=CC(=CC(=C1)Cl)Cl,monoamine,no free amine NH found
CN(C1=CC=CC=C1)/N=C/C=C/C2=CC=CC=C2,monoamine,no free amine NH found
CC1=C(C=CC(=C1)NC(=O)CN2CCOCC2)Br,monoamine,no free amine NH found
CC(=CC/C(=C/N1CCCCC1)/C)C,monoamine,no free amine NH found
CN(C)CC1=CC(=CC=C1)C#N,monoamine,no free amine NH found
CN(CC=C)CC1=CC=CC=C1,monoamine,no free amine NH found
CN(CCCC#CC1=CC=CC=C1)CC2=CC=CC=C2,monoamine,no free amine NH found
C/C(=N/N(C)C)/C1=CC=CC=C1,monoamine,no free amine NH found
CC(=C)C/C=C(\C)/CN1CCCCC1,monoamine,no free amine NH found
CCN1C=CC=CC1=NC2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=O)C=C2)C3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=O)C3=CC=CC=C23)C4=CC=CC=C4,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=C2C3=CC=CC=C3C(=O)C4=CC=CC=C42)C5=CC=CC=C5,monoamine,no free amine NH found
CN1CCCC2=C1C=CC(=C2)C=C3C4=CC=CC=C4C(=O)C5=CC=CC=C53,monoamine,no free amine NH found
CC(=O)NC1=CC=C(C=C1)N(C)C,monoamine,no free amine NH found
CCN\1C2=CC=CC=C2[Se]/C1=C/C=NC3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=C/C=C/C2=CC=CC=C2,monoamine,no free amine NH found
CC1=C(C=CC(=C1)NC(=O)CN2CCCCC2)Br,monoamine,no free amine NH found
CN(C)C1=CC=CC(=C1)C#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=N/NC(=O)C2=CC=CC=C2NC(=O)C3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C1=CC(=C(C=C1)/C=N/NC(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=CC=C3)Cl)Cl,monoamine,no free amine NH found
CN(C)C1=CC=C(C2=CC=CC=C21)N=NC3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
CN1CCCC2=C1C=CC(=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
CCCCN1CCC2=CC=CC=C21,monoamine,no free amine NH found
CC(C)(C)N(C1=CC=CC=C1)N=O,monoamine,no free amine NH found
CCCCCCCCCCCCN(CCCCCCCCCCCC)C1=CC=CC=C1,monoamine,no free amine NH found
C1CCC(=C(C1)C(=O)N(C2=CC=CC=C2)C(=O)NC3=CC=CC=C3)N4CCOCC4,monoamine,no free amine NH found
CN1CCCC2=C1C3=CC=CC=C3C(=C2)N=NC4=CC=C(C5=CC=CC=C54)[N+](=O)[O-],monoamine,no free amine NH found
C1CC(=C(C1)N2CCOCC2)C(=O)N(C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,monoamine,no free amine NH found
CN1CCCC2=C1C3=CC=CC=C3C(=C2)N=NC4=CC=C(C=C4)[N+](=O)[O-],monoamine,no free amine NH found
C1COCCN1C2C3=CC=CC=C3CC4=CC=CC=C24,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C3=CC=CC=C32)[N+](=O)[O-],monoamine,no free amine NH found
