smiles,compound_type,reason
CC(C)(C)OC(=O)N1CCC(=O)/C(=C\N(C)C)/C1,monoamine,no free amine NH found
CCN(CC)C1=NC(=NC2=CC=CC=C21)Cl,monoamine,no free amine NH found
C1CN(CCC1=O)C2=NC=C(C=C2)C#N,monoamine,no free amine NH found
CCOC(=O)C1=CC2=C(C=C1)N(C(C=C2C)(C)C)C,monoamine,no free amine NH found
CC1=CC(N(C2=C1C=CC=C2C(=O)O)C)(C)C,monoamine,no free amine NH found
CCN1C2=C(C=CC=C2C(=O)OC)C(=CC1(C)C)C,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=C(O3)C=CC(=C4)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)NN1CCC2(C1)CC2,monoamine,no free amine NH found
CC(=O)C1=CC=C(C=C1)N(C2=CC=C(C=C2)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C,monoamine,no free amine NH found
C1CN(CCN1C2=CC=CC=C2)S(=O)(=O)C3=CC=CNC3=O,monoamine,no free amine NH found
C1COCCN1C2=CC(=C(C=C2)[N+](=O)[O-])OCC3=CC=CC=C3,monoamine,no free amine NH found
COC(=O)C1(COC1)N(CC2=CC=CC=C2)CC3=CC=CC=C3,monoamine,no free amine NH found
CC1(C2=CC=CC=C2C3=C1C=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C,monoamine,no free amine NH found
C1=CC=C(C=C1)CN(CCC#N)CCC#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)S(=O)(=O)O,monoamine,no free amine NH found
C1C2(CN1C(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NC(=O)N2,monoamine,no free amine NH found
C1NS(=O)(=O)C2=C(N1C3=CC=CC=C3)N=CC=C2,monoamine,no free amine NH found
CC1=CC=C(C=C1)N2C=C(S(=O)(=O)C3=CC=CC=C32)C(=O)OC,monoamine,no free amine NH found
CCN(CC)CC(=O)N,monoamine,no free amine NH found
CN(C)CC1=CC=CC=C1SC2=C(C=C(C=C2)Br)COC,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C2=NN3C=CN=C(C3=C2)N4CCC(CC4)C(=O)O)OC,monoamine,no free amine NH found
C1COCCN1C2=NC=NC(=C2)N3C(=O)C(=CN3)N4C=CN=N4,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)CC(=O)C2=CC=C(C=C2)Cl,monoamine,no free amine NH found
CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)OCCN(C)C,monoamine,no free amine NH found
CN1CCSC1=S,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C\C2=CC=NC3=CC=CC=C23,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)CC2=CNC3=C2C=C(C=C3)Cl,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)CC2=NC(=NO2)C3=CC=CC=C3,monoamine,no free amine NH found
C1COCCN1Cl,monoamine,no free amine NH found
CN1CCN(CC1)S(=O)(=O)C2=CN3C(=NNC3=O)C=C2,monoamine,no free amine NH found
CN(C)C1=CC(=C(C=C1)Cl)C(=O)OC,monoamine,no free amine NH found
CC1=CC=C(C=C1)N2C=C(S(=O)(=O)C3=CC=CC=C32)C#N,monoamine,no free amine NH found
CC1=CC=C(C=C1)N2C3=CC=CC=C3S(=O)(=O)C(=N2)C(=O)O,monoamine,no free amine NH found
CC1(C(=O)N=C2N1C=C(C=C2)Br)C,monoamine,no free amine NH found
CC1=C(C=NC=C1)N2CCN(CC2)C(=O)OC(C)(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)C1=NN(C2=CC=CC=C2S1(=O)=O)C,monoamine,no free amine NH found
CCOC(=O)C1=CN=C(C=C1)N(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CN=C(S2)N(CC)CC,monoamine,no free amine NH found
C1CCN(CC1)C2=NC3=C(C(=O)N2)SC=C3C4=CC=CC=C4,monoamine,no free amine NH found
CN(C)CCC1=CC(=CC=C1)Br,monoamine,no free amine NH found
CCCCCC(=O)OCCN(CC)CC,monoamine,no free amine NH found
C1CN(CC=C1)CCC2=CC=CC=C2,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC=CC=N2,monoamine,no free amine NH found
CN(C)C1=C(C=C(C=N1)C#N)Br,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CCCC2)C(=O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)N3CCN(CC3)CC,monoamine,no free amine NH found
CN(C)C1=NNC2=C1C=C(C=C2)Br,monoamine,no free amine NH found
CC(=O)C1=CC=CC=C1N2CCCCC2,monoamine,no free amine NH found
C1=CC=C(C=C1)CN(CCCC(=O)O)CC2=CC=CC=C2,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CN(CCC)CCC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)N3CCSCC3,monoamine,no free amine NH found
CN1CCC2=C(C=C(C=C21)Br)C(=O)OC,monoamine,no free amine NH found
CC(C)CN1CCC/C(=C\C2=C1C=CC(=C2)Br)/C(=O)OC,monoamine,no free amine NH found
CN1CC2=C(N=CN=C2NC(=O)C1)C(=O)O,monoamine,no free amine NH found
CN1CCC(CC1)C#C,monoamine,no free amine NH found
C1CN2CCC1CC(=O)C2,monoamine,no free amine NH found
C1CC2(CCN(CC2)CC3=CC=CC=C3)NC1=O,monoamine,no free amine NH found
C1C2=C(CN1CC3=CC=CC=C3)N=CN=C2Cl,monoamine,no free amine NH found
C1CN(CCC1(CC(=O)O)C(=O)O)CC2=CC=CC=C2,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,monoamine,no free amine NH found
C1C2=C(CN1CC3=CC=CC=C3)C=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
COC1=CC2=C(CN(C2)CC3=CC=CC=C3)C=C1,monoamine,no free amine NH found
C1CN(CCC1N2CCC3(CC2)OCCO3)C(=O)OCC4=CC=CC=C4,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CN3C=CN=C3C=C2,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CN3C(=NC=C3Br)C=C2,monoamine,no free amine NH found
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)Br,monoamine,no free amine NH found
C1CC(C1)N2CCC3=C(CC2)C=C(C=C3)OC4=NC=C(C=C4)N5CCCC5=O,monoamine,no free amine NH found
COCCN1CCC(CC1)C(=O)O,monoamine,no free amine NH found
C1CN2CCC1NC(=O)C2,monoamine,no free amine NH found
C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=C(N=CC=C3)Cl,monoamine,no free amine NH found
CCCN(CCC)C1=CC=C(C=C1)C=O,monoamine,no free amine NH found
C1CC2(C1)CCN2CC3=CC=CC=C3,monoamine,no free amine NH found
CC(C)(C)OC(=O)C1CCN(CC1)C2=NN3C=C(C=NC3=C2)C(=O)O,monoamine,no free amine NH found
CC(C)(CN1CCCC1)[N+](=O)[O-],monoamine,no free amine NH found
CCN1CCC(CC1)C(=O)O,monoamine,no free amine NH found
C1CCN(C1)C2=CC(=NC=C2)C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)CC2(CC2)C(=O)O,monoamine,no free amine NH found
CCOC(=O)/C(=C\N(C)C)/C#N,monoamine,no free amine NH found
CCOC(=O)CC(=O)C1=CC=C(C=C1)N2CCOCC2,monoamine,no free amine NH found
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(OCN2C3=CC=CC=C3)C,monoamine,no free amine NH found
CN(C)C1=NC2=CC=CC=C2C=C1C=O,monoamine,no free amine NH found
CN1CCC(=CC(=O)OC)CC1,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC=C(C=C2)C(=O)OC,monoamine,no free amine NH found
CCOC(=O)/C(=C\N(C)C)/C(=O)CCl,monoamine,no free amine NH found
CN1CCC2(CC1)OCCO2,monoamine,no free amine NH found
C1CCN(C1)CC2=CC(=CC=C2)C=O,monoamine,no free amine NH found
COC(=O)CC1CCN(CC1)CC2=CC=CC=C2,monoamine,no free amine NH found
C1C2=CC(=O)NN=C2CN1CC3=CC=CC=C3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC=C(C=C2)C#N,monoamine,no free amine NH found
CN(C)C1CCC2(CC1)OCCO2,monoamine,no free amine NH found
CC1=CC(=NC=C1)N(C)C,monoamine,no free amine NH found
CN(C)/C=C/1\C(=O)CCCN1C(=O)OCC2=CC=CC=C2,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=NC=C2)Br,monoamine,no free amine NH found
CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2N=CN=C3N(C)C4CCC(CC4)CS(=O)(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=CC=C2)I,monoamine,no free amine NH found
C1CCN(CC1)CC2=CC(=CC=C2)C(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2CCC2,monoamine,no free amine NH found
C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C#N,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N3CCOCC3)[N+](=O)[O-],monoamine,no free amine NH found
CN1CCC(=NO)CC1,monoamine,no free amine NH found
C1CN2C=NC=C2CN1CC3=CC=CC=C3,monoamine,no free amine NH found
CC1=CN=C(C=C1)N(C)C,monoamine,no free amine NH found
C1CCN(C1)CC2=CC=C(C=C2)C=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC=C(C=C2)I,monoamine,no free amine NH found
C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,monoamine,no free amine NH found
CC1=C(N=CC=C1)N(C)C,monoamine,no free amine NH found
CC1CCN(CC1)CC#N,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CCOCC2)[N+](=O)[O-],monoamine,no free amine NH found
CC1=NC2=C(CN(CC2)CC3=CC=CC=C3)C(=O)N1,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=CC=C2)OC,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=C(C=C2)Cl)Cl,monoamine,no free amine NH found
CN(C)C1=CN=C(C=C1)I,monoamine,no free amine NH found
C1CC2(CCC(=O)CC2)N(C1)CC3=CC=CC=C3,monoamine,no free amine NH found
CN(C)/C=C\1/CC2=CC=CC=C2C1=O,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=C(C=NC3=CC=CC=C32)C#N,monoamine,no free amine NH found
C1COCCN1CC2=CC=C(O2)C=O,monoamine,no free amine NH found
B1(OC(=O)CN(CC(=O)O1)C)C2=CSC(=C2)C=O,monoamine,no free amine NH found
C1COCCN1C(=S)CC2=CC=CC=C2,monoamine,no free amine NH found
CCOC(=O)C1=C(NN=C1)S(=O)(=O)N2CCN(CC2)C,monoamine,no free amine NH found
CCOC(=O)C1=C(NN=C1)S(=O)(=O)N2CCN(CC2)C(C)C,monoamine,no free amine NH found
CC1CCN(CC1)C2=C(C=C(C=C2)C(=O)O)[N+](=O)[O-],monoamine,no free amine NH found
CC1=CC=C(C=C1)C2=NOC(=N2)C3=C(N=CC=C3)N4CCC(CC4)C(=O)O,monoamine,no free amine NH found
CC1=C2CN(CC2=NN1)C3=NC=NC4=C3C(=NN4C)Br,monoamine,no free amine NH found
CCN1CCN(CC1)S(=O)(=O)C2=C(C=NN2)C(=O)OCC,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC=C(C=C2)I,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=C(C=CC=N2)C3=NC(=NO3)C4=CC(=CC=C4)Cl,monoamine,no free amine NH found
CCOC(=O)C1=C(NN=C1)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC(=C(C=C1)OC)OC,monoamine,no free amine NH found
CC1=CC2=NC(=C(C=C2C=C1)C=O)N3CCOCC3,monoamine,no free amine NH found
CC1=CC2=C(C=C1)C(=CN2)CN(C)C,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CSC=C1,monoamine,no free amine NH found
C1COCCN1CCC=O,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)NC(=O)CCl)C,monoamine,no free amine NH found
CC1=C2NC(=O)CCN2C=CC1,monoamine,no free amine NH found
CC1(C([N+](=C(N1O)C2=CC=CC=C2)[O-])(C)C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)C#N)C,monoamine,no free amine NH found
C1CCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,monoamine,no free amine NH found
C1CCN(C1)CCC#N,monoamine,no free amine NH found
CCN1C2=C(C=C(C=C2)/C=N/N(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C51,monoamine,no free amine NH found
C1COCCN1C2=CN=CC(=C2)C(=O)O,monoamine,no free amine NH found
CN(C)C1(CCC(=O)CC1)C2=CC=CC=C2,monoamine,no free amine NH found
CCOC(=O)CC12CCCN1CCC2,monoamine,no free amine NH found
CN1CCN(CC1)S(=O)(=O)N2C=CN=C2,monoamine,no free amine NH found
CN(C)CCCC=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)NN(CC1CC1)CC2CC2,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)(C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C,monoamine,no free amine NH found
CCOC(=O)CCCN(CC1=CC=CC=C1)CC2=CC=CC=C2,monoamine,no free amine NH found
CC1(CN(C1)C(C2=CC=CC=C2)C3=CC=CC=C3)C#N,monoamine,no free amine NH found
COC(=O)CC1CN(C1)C(C2=CC=CC=C2)C3=CC=CC=C3,monoamine,no free amine NH found
C1CN(CC2=C1NN=C2)CC3=CC=CC=C3,monoamine,no free amine NH found
CN(CC(=C)Br)C1CCCCC1,monoamine,no free amine NH found
C=C(CN1CCSCC1)Br,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCCN(CC1)CC(=C)Br,monoamine,no free amine NH found
CC1=C(C=C(C=C1)CN(C)C)[N+](=O)[O-],monoamine,no free amine NH found
CC(C)N1CCC(CC1)N2C=C(C=N2)Br,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)N=C=S)C,monoamine,no free amine NH found
C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)I,monoamine,no free amine NH found
C1CN(CCC1C=O)CC2=CC=CS2,monoamine,no free amine NH found
C1COCCN1C2=C(C(=O)C=CN2)Cl,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)NC(=O)CI)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC(=C)Br,monoamine,no free amine NH found
COC1=CC=C(C=C1)CN2CCC3=C2N=CN=C3Cl,monoamine,no free amine NH found
C1CCN(C1)C2=CC=C(S2)C=O,monoamine,no free amine NH found
CN(C)CCN1C=C(C=N1)C2=CC(=CC=C2)C(=O)O,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)OC)C,monoamine,no free amine NH found
C1CCN(CC1)C2=NN=C(C=C2)C(=O)O,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)C(=O)O)C,monoamine,no free amine NH found
CN(C)C1=NC(=CC=C1)Cl,monoamine,no free amine NH found
CN(C)C1=CC=CC(=C1)C(=O)Cl,monoamine,no free amine NH found
C1CCN(C1)CC2=NC(=NO2)C3=CC=C(C=C3)C=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)N(C2=CC=CC=C2)C3=CC=CC=C3,monoamine,no free amine NH found
CC1(C(=CC(=O)O1)N2CCCC2)C,monoamine,no free amine NH found
CCOC(=O)/C(=C\N(C)C)/C(=O)C1=CC=CC=C1,monoamine,no free amine NH found
C1CN(C1)CC2=CC=C(C=C2)Br,monoamine,no free amine NH found
C1CN(CCN1C2=NC=CC=N2)C(=O)C(=O)C3=CNC4=C3C=C(C=C4)Br,monoamine,no free amine NH found
CN1CCCN(CC1)S(=O)(=O)C2=CC(=CC=C2)Br,monoamine,no free amine NH found
CC(C)(C1=CC(=CC=C1)N(C)C)C(=O)O,monoamine,no free amine NH found
C1CN(CCC1C(=O)N)C2=NN=C(C=C2)Cl,monoamine,no free amine NH found
CN(CC1=CC=CC=C1)CC(=C)Br,monoamine,no free amine NH found
CN(C)/C=C\C(=C(C#N)C#N)OC,monoamine,no free amine NH found
C1CCN(CC1)CCN2C=C(C=N2)C3=CC=C(C=C3)C(=O)O,monoamine,no free amine NH found
CN1CCOC2=C1N=CC(=C2)C=O,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)OC(=O)C2=CC=CC=C2)C,monoamine,no free amine NH found
C1CCN(C1)C2=CN=C(C=C2)C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N=NN4O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC=C2,monoamine,no free amine NH found
C1C(CN1C(C2=CC=CC=C2)C3=CC=CC=C3)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=CC=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1CCN(C1)CCN2C=C(C=N2)C3=CC(=CC=C3)C(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC=C(C=C2)C=O,monoamine,no free amine NH found
CN(C)C1=C(C(=O)C2=CC=CC=C2N1)C=O,monoamine,no free amine NH found
CC(C)CN(CC(C)C)N=O,monoamine,no free amine NH found
C1COCCN1C2=CN=CC(=N2)I,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
CC(=C)C(=O)OC1CC(N(C(C1)(C)C)O)(C)C,monoamine,no free amine NH found
CCN(CC)C1=NC(=NC2=C1N=CC=C2)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN3CCC3,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN(CC3=CC=CC=C3)CC4=CC=CC=C4,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CCCC2)C=O,monoamine,no free amine NH found
CC(C)(C1=CC=C(C=C1)N(C)C)C(=O)OC,monoamine,no free amine NH found
CN(C)C1=NC=C(C=C1)Cl,monoamine,no free amine NH found
B(C1=CC=C(C=C1)N2CCN(CC2)C(=O)C)(O)O,monoamine,no free amine NH found
CCOC(=O)C(=C1CCN(CC1)CC2=CC=CC=C2)C#N,monoamine,no free amine NH found
CN(C)/C=C\1/CN(CCC1=O)C(=O)OCC2=CC=CC=C2,monoamine,no free amine NH found
CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)O,monoamine,no free amine NH found
COC(=O)C1=CC(=C(C=C1)N2CCCC2)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC(=CC=C2)C(=O)O,monoamine,no free amine NH found
CC(C)N(CC1=C(C=CC(=C1)C=O)OC)C(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N\1CCCC(=O)/C1=C/N(C)C,monoamine,no free amine NH found
COC(=O)C1CCN(CC1)C2=CC=C(C=C2)C=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)NCCN(CCNC(=O)CCl)CCNC(=O)CCl,monoamine,no free amine NH found
CN(CCC(=O)O)CC1=CC=CC=C1,monoamine,no free amine NH found
CCOC(=O)C1CCN(CC1)CCCN(C)C(=O)OC(C)(C)C,monoamine,no free amine NH found
COC(=O)CN1CCC2=CC=CC=C21,monoamine,no free amine NH found
CC(C)(C1=CC=C(C=C1)N(C)C)C(=O)O,monoamine,no free amine NH found
CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CS2,monoamine,no free amine NH found
COC(=O)CN1CCCC2=CC=CC=C21,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=C(C=C2)C(=O)OC)Cl,monoamine,no free amine NH found
C1CCN(CC1)C2=NC=CC(=C2)C(=O)O,monoamine,no free amine NH found
C/C(=C(/C#N)\C(=O)N)/N(C)C,monoamine,no free amine NH found
C1CN(C2=CC=CC=C21)N=O,monoamine,no free amine NH found
C1COCCN1C2=NC=C(S2)C=O,monoamine,no free amine NH found
B(C1=CC=C(C=C1)CN2CCC2)(O)O,monoamine,no free amine NH found
CN(C)CC1=CC=CC=C1C(=O)OC,monoamine,no free amine NH found
CC1=C(C=C(C=C1)CN2CCOCC2)[N+](=O)[O-],monoamine,no free amine NH found
CN(CC1=CC=C(C=C1)Br)CC(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=CC=C2)Cl,monoamine,no free amine NH found
CN(C)CC1=CC=C(C=C1)C(=O)OC,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)CC2=CN=C(C=C2)Cl,monoamine,no free amine NH found
CCN(CCC(=O)OC)C1=CC=CC=C1,monoamine,no free amine NH found
CN(C)CC1=C(C=CC(=C1)/C=C/C(=O)O)OC,monoamine,no free amine NH found
C1COCCN1C2=NC(=NC3=C2SC(=C3)C=O)Cl,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=CC=NC=C2,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C=O)CN2CCCCC2,monoamine,no free amine NH found
C1CN(CCC1=O)C2=NC3=C(O2)C=CC(=C3)Cl,monoamine,no free amine NH found
C1CCN(CC1)CC2=CSC(=C2)C=O,monoamine,no free amine NH found
COC1=C(C=C(C=C1)/C=C/C(=O)O)CN2CCOCC2,monoamine,no free amine NH found
C1CCN(CC1)CC2=CC=C(C=C2)C3=NC=C(S3)C(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC2(CC1)CN(C2)CC3=CC=CC=C3,monoamine,no free amine NH found
C1CCN(C1)CCOC2=CN=CC(=N2)Cl,monoamine,no free amine NH found
C1COCCN1C2=NC=CN=C2,monoamine,no free amine NH found
CC1=CC2=C(C=C1Cl)N=C(O2)N3CC(C3)C(=O)O,monoamine,no free amine NH found
C1CCN(C1)CCOC2=NN=C(C=C2)Cl,monoamine,no free amine NH found
CCC1=CC(=NC(=N1)N2CCOCC2)Cl,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C=C(O2)C(=O)OC,monoamine,no free amine NH found
C1COCCN1C2=CC(=C(C=C2)[N+](=O)[O-])C(=O)N,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC=CC(=N2)Cl,monoamine,no free amine NH found
C1CN(CCC1C(=O)N)C2=CC(=NC=N2)Cl,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC3=C(S2)C=CC(=C3)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=CN=CC(=N2)Cl,monoamine,no free amine NH found
C1CCN(CC1)CCOC2=CC=C(C=C2)C=O,monoamine,no free amine NH found
C1COCCN1C2=NC(=CC=C2)Cl,monoamine,no free amine NH found
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C=O)CN2CCCC2,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=NC(=NC=C2)Cl,monoamine,no free amine NH found
CC1CCN(CC1)CC2=C(C=CC(=C2)C=O)OC,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=NC=C2)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC=CN=C2,monoamine,no free amine NH found
C1COCCN1C2=C(C=CC(=C2)C3=NC(=NC=C3)Cl)C#N,monoamine,no free amine NH found
CN(C)CCN1C=C(C=N1)C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
C1CCN(C1)C2=C(C=C(C=N2)Br)[N+](=O)[O-],monoamine,no free amine NH found
CCC1CCN(CC1)C2=NC=C(C=C2)Br,monoamine,no free amine NH found
CC1=CC(=C(N=C1)N2CCN(CC2)C(=O)OC(C)(C)C)Br,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(S2)CN3CCCC3,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C(=NC=C2)N3CCOCC3)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)CN3CCCC3)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)CN(CC)CC)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)CN(CC)CC)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)CN3CCOCC3)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)Cl)N3CCN(CC3)C(=O)OC(C)(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2CN(CC)CC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)C(=O)O)CN(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)Cl)CN(CC)CC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)OCCN3CCCC3)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)NS(=O)(=O)CCN(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)OCCCN3CCOCC3,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C=O)N(CC)CC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C=O)N(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=NC(=CN(C2=O)C)N(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)C=O)N(C)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N3CCCC3)C=O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)N3CCCCC3)C=O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)N3CCCC3)C=O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)N(CC)CC)C=O,monoamine,no free amine NH found
